---	15576	1	0.29617
///	7727	2	0.14692
();	5407	3	0.10281
");	2407	4	0.04577
));	2138	5	0.04065
")]	1604	6	0.03050
().	1283	7	0.02440
>()	993	8	0.01888
())	764	9	0.01453
("-	700	10	0.01331
===	586	11	0.01114
"--	578	12	0.01099
"")	460	13	0.00875
($"	413	14	0.00785
++)	410	15	0.00780
.</	380	16	0.00723
)))	364	17	0.00692
$"{	335	18	0.00637
(""	322	19	0.00612
"))	295	20	0.00561
});	290	21	0.00551
.")	283	22	0.00538
(),	249	23	0.00473
"/>	241	24	0.00458
"),	241	25	0.00458
}")	233	26	0.00443
++;	217	27	0.00413
)),	215	28	0.00409
//-	204	29	0.00388
/--	204	30	0.00388
))]	191	31	0.00363
}",	161	32	0.00306
").	149	33	0.00283
>("	143	34	0.00272
)((	127	35	0.00241
("[	124	36	0.00236
()}	108	37	0.00205
(((	100	38	0.00190
[]>	98	39	0.00186
!")	94	40	0.00179
}";	93	41	0.00177
...	91	42	0.00173
()]	91	43	0.00173
"";	86	44	0.00164
]);	86	45	0.00164
[,]	86	46	0.00164
(()	84	47	0.00160
]")	79	48	0.00150
.",	74	49	0.00141
++]	73	50	0.00139
>>(	71	51	0.00135
></	70	52	0.00133
(!_	69	53	0.00131
("/	68	54	0.00129
)).	67	55	0.00127
"{_	66	56	0.00125
\""	60	57	0.00114
"><	58	58	0.00110
)}"	58	59	0.00110
)</	56	60	0.00106
*")	54	61	0.00103
'*'	52	62	0.00099
.*"	50	63	0.00095
"].	48	64	0.00091
>))	48	65	0.00091
)")	46	66	0.00087
://	46	67	0.00087
"",	46	68	0.00087
/>.	45	69	0.00086
$"[	43	70	0.00082
]>(	43	71	0.00082
(".	43	72	0.00082
>((	42	73	0.00080
]))	42	74	0.00080
***	42	75	0.00080
}))	41	76	0.00078
]).	41	77	0.00078
--;	40	78	0.00076
[])	40	79	0.00076
>")	39	80	0.00074
');	37	81	0.00070
)(_	37	82	0.00070
.."	34	83	0.00065
\"{	34	84	0.00065
