THE	69221160871	1	0.03299
AND	26468697834	2	0.01262
ING	21289988294	3	0.01015
ION	20449402244	4	0.00975
TIO	16819216214	5	0.00802
ENT	15514431359	6	0.00739
ATI	11778016773	7	0.00561
FOR	11352182252	8	0.00541
HER	10921772146	9	0.00521
TER	10298054230	10	0.00491
HAT	9595332482	11	0.00457
THA	9447439870	12	0.00450
ERE	8939106849	13	0.00426
ATE	8757480213	14	0.00417
HIS	8073090301	15	0.00385
CON	8068814778	16	0.00385
RES	7496974307	17	0.00357
VER	7415630371	18	0.00353
ALL	7317964040	19	0.00349
ONS	7187472617	20	0.00343
NCE	6936472580	21	0.00331
MEN	6889167446	22	0.00328
ITH	6795041998	23	0.00324
TED	6610757134	24	0.00315
ERS	6524449179	25	0.00311
PRO	6441091673	26	0.00307
THI	6357454845	27	0.00303
WIT	6270098257	28	0.00299
ARE	6050931663	29	0.00288
ESS	5961685248	30	0.00284
NOT	5871622477	31	0.00280
IVE	5738676234	32	0.00274
WAS	5723542738	33	0.00273
ECT	5633214660	34	0.00268
REA	5614636634	35	0.00268
COM	5512716986	36	0.00263
EVE	5367611215	37	0.00256
PER	5340402298	38	0.00255
INT	5272125236	39	0.00251
EST	5093021295	40	0.00243
STA	5003705570	41	0.00238
CTI	4965296625	42	0.00237
ICA	4851083411	43	0.00231
IST	4696789776	44	0.00224
EAR	4565761282	45	0.00218
AIN	4507928531	46	0.00215
ONE	4425109105	47	0.00211
OUR	4406006814	48	0.00210
ITI	4405426644	49	0.00210
RAT	4343095846	50	0.00207
NTE	4326059573	51	0.00206
TIN	4314722175	52	0.00206
INE	4289473708	53	0.00204
DER	4270017146	54	0.00204
OME	4215212970	55	0.00201
MAN	4170329466	56	0.00199
PRE	4165466522	57	0.00199
ROM	4120910706	58	0.00196
TRA	4103386993	59	0.00196
WHI	4056368486	60	0.00193
AVE	4051571914	61	0.00193
STR	4004702365	62	0.00191
ACT	3996307044	63	0.00190
ILL	3995118251	64	0.00190
URE	3944467758	65	0.00188
IDE	3916831962	66	0.00187
OVE	3916118810	67	0.00187
CAL	3912525152	68	0.00186
BLE	3874673895	69	0.00185
OUT	3862229953	70	0.00184
STI	3838372232	71	0.00183
TIC	3827724881	72	0.00182
OUN	3822970506	73	0.00182
ENC	3804294828	74	0.00181
ORE	3797463503	75	0.00181
ANT	3755591976	76	0.00179
ITY	3740314311	77	0.00178
FRO	3734044758	78	0.00178
ART	3726591176	79	0.00178
TUR	3716216523	80	0.00177
PAR	3691428919	81	0.00176
RED	3671917165	82	0.00175
OTH	3662729446	83	0.00175
ERI	3634984261	84	0.00173
HIC	3617867236	85	0.00172
IES	3606387088	86	0.00172
STE	3592565889	87	0.00171
GHT	3589011577	88	0.00171
ICH	3577428959	89	0.00171
IGH	3553478573	90	0.00169
UND	3541129200	91	0.00169
YOU	3526888940	92	0.00168
ORT	3525114055	93	0.00168
ERA	3467154217	94	0.00165
WER	3454801393	95	0.00165
NTI	3452787542	96	0.00165
OUL	3393996042	97	0.00162
NDE	3371859569	98	0.00161
IND	3370038532	99	0.00161
THO	3369505315	100	0.00161
HOU	3342574324	101	0.00159
NAL	3328174739	102	0.00159
BUT	3288060978	103	0.00157
HAV	3269289459	104	0.00156
ULD	3260062247	105	0.00155
USE	3249161948	106	0.00155
HAN	3236577761	107	0.00154
HIN	3192784848	108	0.00152
EEN	3150099353	109	0.00150
CES	3146412304	110	0.00150
COU	3131814971	111	0.00149
LAT	3128928842	112	0.00149
TOR	3117606678	113	0.00149
ESE	3083065459	114	0.00147
AGE	3079371068	115	0.00147
AME	3063470381	116	0.00146
RIN	3061940657	117	0.00146
ANC	3061152975	118	0.00146
TEN	3046276919	119	0.00145
HEN	3028124771	120	0.00144
MIN	3014281990	121	0.00144
EAS	2978912999	122	0.00142
CAN	2944892098	123	0.00140
LIT	2944248001	124	0.00140
CHA	2937894826	125	0.00140
OUS	2923340166	126	0.00139
EAT	2920916694	127	0.00139
END	2874159170	128	0.00137
SSI	2855479709	129	0.00136
IAL	2846884929	130	0.00136
LES	2840778947	131	0.00135
REN	2834101790	132	0.00135
TIV	2823963719	133	0.00135
NTS	2819913821	134	0.00134
WHE	2819913224	135	0.00134
TAT	2816539690	136	0.00134
